,Total Yards,Made,Quarter,Time,Down,Kicker id,Kicker Name,Kicking Team,Weather_Condition,Humidity,Temperature,Wind,Stadium,Grass Type,Stadium Type
6639,40,1,3,05:32,4,00-0024333,S.Gostkowski,NE,Clear,50,22,4,Broncos Stadium at Mile High,Grass,Open
6640,21,1,4,08:19,4,00-0024333,S.Gostkowski,NE,Clear,59,21,4,Broncos Stadium at Mile High,Grass,Open
6641,45,1,1,04:58,4,00-0019646,S.Janikowski,OAK,Clear,27,60,2,Qualcomm Stadium,Grass,Open
6642,35,1,2,01:33,4,00-0032087,J.Lambo,SD,Clear,27,61,2,Qualcomm Stadium,Grass,Open
6643,33,1,3,10:52,4,00-0019646,S.Janikowski,OAK,Clear,25,61,3,Qualcomm Stadium,Grass,Open
6644,21,1,4,08:44,4,00-0019646,S.Janikowski,OAK,Clear,26,61,4,Qualcomm Stadium,Grass,Open
6645,44,1,4,02:42,4,00-0019646,S.Janikowski,OAK,Clear,26,61,4,Qualcomm Stadium,Grass,Open
6646,23,1,1,07:42,4,00-0029421,R.Bullock,CIN,Mostly Cloudy,78,26,7,Paul Brown Stadium,-,Open
6647,45,1,1,03:47,4,00-0031136,C.Boswell,PIT,Mostly Cloudy,78,26,7,Paul Brown Stadium,-,Open
6648,49,1,2,05:31,4,00-0031136,C.Boswell,PIT,Overcast,76,26,6,Paul Brown Stadium,-,Open
6649,22,1,2,02:55,4,00-0029421,R.Bullock,CIN,Overcast,76,26,6,Paul Brown Stadium,-,Open
6650,49,1,2,00:11,4,00-0031136,C.Boswell,PIT,Overcast,76,26,6,Paul Brown Stadium,-,Open
6651,40,1,3,10:43,4,00-0031136,C.Boswell,PIT,Overcast,74,26,6,Paul Brown Stadium,-,Open
6652,49,1,3,02:09,4,00-0031136,C.Boswell,PIT,Overcast,74,26,6,Paul Brown Stadium,-,Open
6653,30,1,4,12:29,4,00-0031136,C.Boswell,PIT,Overcast,73,26,6,Paul Brown Stadium,-,Open
6654,35,1,1,12:45,4,00-0026858,G.Gano,CAR,Partly Cloudy,54,30,3,FedExField,Grass,Open
6655,43,1,1,06:23,4,00-0030098,D.Hopkins,WAS,Partly Cloudy,54,30,3,FedExField,Grass,Open
6656,23,1,2,12:26,4,00-0026858,G.Gano,CAR,Partly Cloudy,55,30,3,FedExField,Grass,Open
6657,23,1,3,05:11,4,00-0026858,G.Gano,CAR,Partly Cloudy,56,29,3,FedExField,Grass,Open
6658,26,1,4,14:13,4,00-0030098,D.Hopkins,WAS,Partly Cloudy,56,29,3,FedExField,Grass,Open
6659,38,0,4,05:41,4,00-0026858,G.Gano,CAR,Partly Cloudy,56,29,3,FedExField,Grass,Open
6660,34,1,4,03:48,4,00-0030098,D.Hopkins,WAS,Partly Cloudy,56,29,3,FedExField,Grass,Open
6661,41,1,4,01:12,4,00-0026858,G.Gano,CAR,Partly Cloudy,56,29,3,FedExField,Grass,Open
6662,35,1,1,00:14,4,00-0023252,R.Gould,NYG,Mostly Cloudy,56,41,8,Lincoln Financial Field,Desso GrassMaster,Open
6663,35,1,2,07:32,4,00-0023252,R.Gould,NYG,Mostly Cloudy,56,40,8,Lincoln Financial Field,Desso GrassMaster,Open
6664,29,1,3,09:13,4,00-0023252,R.Gould,NYG,Mostly Cloudy,56,40,8,Lincoln Financial Field,Desso GrassMaster,Open
6665,41,1,4,08:47,4,00-0030390,C.Sturgis,PHI,Mostly Cloudy,57,40,8,Lincoln Financial Field,Desso GrassMaster,Open
6666,41,1,4,05:20,4,00-0023252,R.Gould,NYG,Mostly Cloudy,57,40,8,Lincoln Financial Field,Desso GrassMaster,Open
6667,46,0,1,00:34,4,00-0026003,D.Carpenter,BUF,Overcast,90,35,7,New Era Field,A-Turf Titan,Open
6668,46,0,4,10:20,4,00-0031718,A.Franks,MIA,Overcast,90,34,5,New Era Field,A-Turf Titan,Open
6669,28,1,4,05:55,4,00-0026003,D.Carpenter,BUF,Overcast,90,34,5,New Era Field,A-Turf Titan,Open
6670,55,1,4,00:10,4,00-0031718,A.Franks,MIA,Overcast,90,34,5,New Era Field,A-Turf Titan,Open
6671,45,0,5,10:08,4,00-0026003,D.Carpenter,BUF,Overcast,90,34,5,New Era Field,A-Turf Titan,Open
6672,27,1,5,00:51,2,00-0031718,A.Franks,MIA,Overcast,90,34,5,New Era Field,A-Turf Titan,Open
6673,51,1,1,06:14,4,00-0020578,M.Bryant,ATL,Partly Cloudy,68,52,4,Bank of America Stadium,Grass,Open
6674,48,1,1,00:41,4,00-0020578,M.Bryant,ATL,Partly Cloudy,68,52,4,Bank of America Stadium,Grass,Open
6675,31,1,2,10:21,4,00-0026858,G.Gano,CAR,Partly Cloudy,67,54,5,Bank of America Stadium,Grass,Open
6676,40,1,3,09:28,4,00-0026858,G.Gano,CAR,Partly Cloudy,66,56,6,Bank of America Stadium,Grass,Open
6677,29,1,3,03:39,4,00-0020578,M.Bryant,ATL,Partly Cloudy,66,56,6,Bank of America Stadium,Grass,Open
6678,31,1,4,09:47,4,00-0026858,G.Gano,CAR,Partly Cloudy,64,59,7,Bank of America Stadium,Grass,Open
6679,50,1,4,02:00,4,00-0020578,M.Bryant,ATL,Partly Cloudy,64,59,7,Bank of America Stadium,Grass,Open
6680,29,1,2,10:12,4,00-0030098,D.Hopkins,WAS,Overcast,84,35,1,Soldier Field,Grass,Open
6681,20,1,4,12:57,4,00-0030098,D.Hopkins,WAS,Mostly Cloudy,85,35,1,Soldier Field,Grass,Open
6682,43,1,1,01:54,4,00-0032087,J.Lambo,SD,Mostly Cloudy,91,37,10,FirstEnergy Stadium,Kentucky Bluegrass,Open
6683,49,1,2,04:49,4,00-0030850,C.Parkey,CLE,Overcast,90,37,9,FirstEnergy Stadium,Kentucky Bluegrass,Open
6684,27,1,3,11:44,4,00-0030850,C.Parkey,CLE,Mostly Cloudy,90,37,9,FirstEnergy Stadium,Kentucky Bluegrass,Open
6685,45,0,4,00:00,4,00-0032087,J.Lambo,SD,Mostly Cloudy,90,37,8,FirstEnergy Stadium,Kentucky Bluegrass,Open
6686,22,1,1,03:40,4,00-0028787,K.Forbath,MIN,Mostly Cloudy,86,35,4,Lambeau Field,Desso GrassMaster,Open
6687,26,1,2,12:34,4,00-0028787,K.Forbath,MIN,Mostly Cloudy,85,35,5,Lambeau Field,Desso GrassMaster,Open
6688,48,1,4,15:00,4,00-0025580,M.Crosby,GB,Partly Cloudy,84,36,4,Lambeau Field,Desso GrassMaster,Open
6689,29,1,1,04:05,4,00-0031492,J.Myers,JAX,Mostly Cloudy,92,65,2,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6690,48,1,2,00:16,4,00-0031492,J.Myers,JAX,Partly Cloudy,86,68,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6691,42,1,3,12:29,4,00-0026968,R.Succop,TEN,Clear,78,72,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6692,56,1,3,08:18,4,00-0031492,J.Myers,JAX,Clear,78,72,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6693,50,1,3,03:04,4,00-0031492,J.Myers,JAX,Clear,78,72,1,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6694,29,1,1,08:20,4,00-0024333,S.Gostkowski,NE,Light Rain,92,40,4,Gillette Stadium,Fieldturf,Open
6695,22,1,2,11:16,4,00-0024333,S.Gostkowski,NE,Light Rain,93,40,5,Gillette Stadium,Fieldturf,Open
6696,34,0,2,06:00,4,00-0025565,N.Folk,NYJ,Light Rain,93,40,5,Gillette Stadium,Fieldturf,Open
6697,29,1,4,06:20,4,00-0025565,N.Folk,NYJ,Mostly Cloudy,94,40,4,Gillette Stadium,Fieldturf,Open
6698,42,1,2,06:50,4,00-0032569,W.Lutz,NO,Partly Cloudy,82,72,5,Mercedes-Benz Superdome,Fieldturf,Dome
6699,34,1,2,00:03,4,00-0032569,W.Lutz,NO,Partly Cloudy,82,72,5,Mercedes-Benz Superdome,Fieldturf,Dome
6700,21,1,4,11:58,4,00-0032569,W.Lutz,NO,Mostly Cloudy,79,73,4,Mercedes-Benz Superdome,Fieldturf,Dome
6701,35,1,4,02:05,4,00-0033102,R.Aguayo,TB,Mostly Cloudy,79,73,4,Mercedes-Benz Superdome,Fieldturf,Dome
6702,42,1,4,02:38,4,00-0016919,A.Vinatieri,IND,Partly Cloudy,59,50,5,Oakland–Alameda County Coliseum,Bluegrass,Open
6703,27,1,2,00:18,4,00-0025944,S.Hauschka,SEA,Mostly Cloudy,91,39,1,CenturyLink Field,Fieldturf,Open
6704,53,0,3,05:55,4,00-0030896,C.Catanzaro,ARI,Mostly Cloudy,90,38,2,CenturyLink Field,Fieldturf,Open
6705,42,1,4,04:15,4,00-0030896,C.Catanzaro,ARI,Mostly Cloudy,89,38,2,CenturyLink Field,Fieldturf,Open
6706,43,1,4,00:03,4,00-0030896,C.Catanzaro,ARI,Mostly Cloudy,89,38,2,CenturyLink Field,Fieldturf,Open
6707,43,1,2,00:05,2,00-0029421,R.Bullock,CIN,Partly Cloudy,86,71,7,NRG Stadium,Grass,Open
6708,25,1,3,09:09,4,00-0023096,N.Novak,HOU,Mostly Cloudy,90,70,9,NRG Stadium,Grass,Open
6709,22,1,4,13:34,4,00-0023096,N.Novak,HOU,Mostly Cloudy,91,69,9,NRG Stadium,Grass,Open
6710,43,0,4,00:05,2,00-0029421,R.Bullock,CIN,Mostly Cloudy,91,69,9,NRG Stadium,Grass,Open
6711,41,1,1,05:54,4,00-0029597,J.Tucker,BAL,Partly Cloudy,80,39,4,Heinz Field,Desso Grassmaster,Open
6712,38,1,2,00:22,4,00-0029597,J.Tucker,BAL,Partly Cloudy,80,38,4,Heinz Field,Desso Grassmaster,Open
6713,36,1,3,09:37,4,00-0031136,C.Boswell,PIT,Partly Cloudy,81,37,4,Heinz Field,Desso Grassmaster,Open
6714,46,1,3,01:32,4,00-0029597,J.Tucker,BAL,Partly Cloudy,81,37,4,Heinz Field,Desso Grassmaster,Open
6715,23,1,4,14:21,4,00-0029597,J.Tucker,BAL,Clear,83,36,4,Heinz Field,Desso Grassmaster,Open
6716,39,0,2,08:29,4,00-0031203,C.Santos,KC,Drizzle,81,57,9,Arrowhead Stadium,Grass,Open
6717,52,1,2,06:43,4,00-0029822,B.McManus,DEN,Drizzle,81,57,9,Arrowhead Stadium,Grass,Open
6718,27,1,4,12:02,4,00-0031203,C.Santos,KC,Mostly Cloudy,85,52,7,Arrowhead Stadium,Grass,Open
6719,39,1,4,08:55,4,00-0031203,C.Santos,KC,Mostly Cloudy,85,52,7,Arrowhead Stadium,Grass,Open
6720,47,0,3,00:52,4,00-0023853,M.Prater,DET,Partly Cloudy,38,62,1,AT&T Stadium,RealGrass Matrix,Open
6721,19,1,1,03:57,4,00-0032569,W.Lutz,NO,Light Rain,97,48,2,Georgia Dome,Fieldturf,Dome
6722,40,1,2,03:44,4,00-0032569,W.Lutz,NO,Light Rain,97,48,2,Georgia Dome,Fieldturf,Dome
6723,22,1,3,05:22,4,00-0020578,M.Bryant,ATL,Light Rain,97,48,3,Georgia Dome,Fieldturf,Dome
6724,30,1,1,03:17,4,00-0029597,J.Tucker,BAL,Foggy,93,38,1,Paul Brown Stadium,-,Open
6725,23,1,2,06:13,4,00-0029421,R.Bullock,CIN,Overcast,91,39,2,Paul Brown Stadium,-,Open
6726,24,1,2,00:07,3,00-0029421,R.Bullock,CIN,Overcast,91,39,2,Paul Brown Stadium,-,Open
6727,39,0,2,15:00,4,00-0023853,M.Prater,DET,Clear,80,32,4,Ford Field,Fieldturf,Dome
6728,53,1,2,00:03,4,00-0025580,M.Crosby,GB,Clear,80,32,4,Ford Field,Fieldturf,Dome
6729,54,1,4,07:47,4,00-0023853,M.Prater,DET,Clear,83,30,3,Ford Field,Fieldturf,Dome
6730,47,1,1,10:11,4,00-0031492,J.Myers,JAX,Clear,71,38,3,Lucas Oil Stadium,Fieldturf,Dome
6731,48,0,2,06:39,4,00-0016919,A.Vinatieri,IND,Clear,70,41,3,Lucas Oil Stadium,Fieldturf,Dome
6732,45,1,2,02:46,4,00-0016919,A.Vinatieri,IND,Clear,70,41,3,Lucas Oil Stadium,Fieldturf,Dome
6733,30,0,2,00:24,4,00-0031492,J.Myers,JAX,Clear,70,41,3,Lucas Oil Stadium,Fieldturf,Dome
6734,54,0,4,03:30,4,00-0031492,J.Myers,JAX,Clear,68,44,3,Lucas Oil Stadium,Fieldturf,Dome
6735,41,1,4,01:38,4,00-0031492,J.Myers,JAX,Clear,68,44,3,Lucas Oil Stadium,Fieldturf,Dome
6736,40,1,2,15:00,4,00-0024333,S.Gostkowski,NE,Partly Cloudy,68,80,10,Hard Rock Stadium,Grass,Open
6737,26,1,2,03:25,4,00-0024333,S.Gostkowski,NE,Partly Cloudy,68,80,10,Hard Rock Stadium,Grass,Open
6738,52,0,2,00:04,3,00-0024333,S.Gostkowski,NE,Partly Cloudy,68,80,10,Hard Rock Stadium,Grass,Open
6739,21,1,2,14:57,4,00-0028787,K.Forbath,MIN,Partly Cloudy,74,28,1,U.S. Bank Stadium,UBU Sports Speed Series S5-M,Dome
6740,29,1,2,00:02,1,00-0026138,C.Barth,CHI,Partly Cloudy,74,28,1,U.S. Bank Stadium,UBU Sports Speed Series S5-M,Dome
6741,34,1,2,01:48,4,00-0026003,D.Carpenter,BUF,Clear,41,47,6,MetLife Stadium,Fieldturf,Open
6742,30,1,2,00:03,1,00-0025565,N.Folk,NYJ,Clear,41,47,6,MetLife Stadium,Fieldturf,Open
6743,36,1,3,00:06,4,00-0025565,N.Folk,NYJ,Clear,40,47,6,MetLife Stadium,Fieldturf,Open
6744,25,1,4,03:24,4,00-0025565,N.Folk,NYJ,Clear,40,47,6,MetLife Stadium,Fieldturf,Open
6745,22,1,1,04:00,4,00-0030390,C.Sturgis,PHI,Partly Cloudy,51,48,6,Lincoln Financial Field,Desso GrassMaster,Open
6746,49,1,2,14:55,4,00-0028660,D.Bailey,DAL,Partly Cloudy,50,49,6,Lincoln Financial Field,Desso GrassMaster,Open
6747,23,1,3,09:20,4,00-0028660,D.Bailey,DAL,Partly Cloudy,50,50,6,Lincoln Financial Field,Desso GrassMaster,Open
6748,49,0,4,12:21,4,00-0030390,C.Sturgis,PHI,Clear,49,50,6,Lincoln Financial Field,Desso GrassMaster,Open
6749,33,1,4,02:21,4,00-0030390,C.Sturgis,PHI,Clear,49,50,6,Lincoln Financial Field,Desso GrassMaster,Open
6750,49,0,4,07:39,4,00-0030850,C.Parkey,CLE,Clear,65,41,1,Heinz Field,Desso Grassmaster,Open
6751,34,1,5,07:21,4,00-0030850,C.Parkey,CLE,Clear,65,41,1,Heinz Field,Desso Grassmaster,Open
6752,33,1,1,11:05,4,00-0033102,R.Aguayo,TB,Clear,68,76,7,Raymond James Stadium,Grass,Open
6753,45,0,1,00:15,4,00-0026858,G.Gano,CAR,Clear,68,76,7,Raymond James Stadium,Grass,Open
6754,46,0,2,00:46,4,00-0033102,R.Aguayo,TB,Clear,65,79,7,Raymond James Stadium,Grass,Open
6755,58,0,2,00:02,4,00-0026858,G.Gano,CAR,Clear,65,79,7,Raymond James Stadium,Grass,Open
6756,54,1,3,06:42,4,00-0026858,G.Gano,CAR,Partly Cloudy,62,80,7,Raymond James Stadium,Grass,Open
6757,36,0,4,06:10,4,00-0026858,G.Gano,CAR,Partly Cloudy,59,81,8,Raymond James Stadium,Grass,Open
6758,45,0,2,04:27,4,00-0023096,N.Novak,HOU,Mostly Cloudy,93,50,2,Nissan Stadium,419 Tifway Bermuda Grass,Open
6759,26,1,3,01:15,4,00-0023096,N.Novak,HOU,Overcast,93,51,2,Nissan Stadium,419 Tifway Bermuda Grass,Open
6760,35,1,4,08:34,4,00-0026968,R.Succop,TEN,Overcast,93,52,1,Nissan Stadium,419 Tifway Bermuda Grass,Open
6761,22,1,1,02:16,4,00-0023252,R.Gould,NYG,Clear,47,52,1,FedExField,Grass,Open
6762,57,0,2,00:01,1,00-0030098,D.Hopkins,WAS,Clear,49,51,0,FedExField,Grass,Open
6763,32,1,3,00:30,4,00-0030098,D.Hopkins,WAS,Clear,51,49,0,FedExField,Grass,Open
6764,40,1,4,02:17,4,00-0023252,R.Gould,NYG,Clear,56,47,1,FedExField,Grass,Open
6765,22,1,2,11:33,4,00-0029822,B.McManus,DEN,Partly Cloudy,28,47,3,Broncos Stadium at Mile High,Grass,Open
6766,48,0,4,13:26,4,00-0029822,B.McManus,DEN,Mostly Cloudy,33,44,2,Broncos Stadium at Mile High,Grass,Open
6767,32,1,1,10:39,4,00-0030896,C.Catanzaro,ARI,Clear,64,56,1,Los Angeles Memorial Coliseum,Natural grass,Open
6768,34,1,2,12:30,4,00-0030896,C.Catanzaro,ARI,Clear,61,57,2,Los Angeles Memorial Coliseum,Natural grass,Open
6769,37,1,2,02:39,4,00-0029621,G.Zuerlein,LA,Clear,61,57,2,Los Angeles Memorial Coliseum,Natural grass,Open
6770,36,1,2,00:53,4,00-0029621,G.Zuerlein,LA,Clear,61,57,2,Los Angeles Memorial Coliseum,Natural grass,Open
6771,47,1,2,00:01,1,00-0030896,C.Catanzaro,ARI,Clear,61,57,2,Los Angeles Memorial Coliseum,Natural grass,Open
6772,35,1,1,10:20,4,00-0032087,J.Lambo,SD,Partly Cloudy,66,56,4,Qualcomm Stadium,Grass,Open
6773,35,1,1,05:23,4,00-0031203,C.Santos,KC,Partly Cloudy,66,56,4,Qualcomm Stadium,Grass,Open
6774,25,1,2,00:05,1,00-0031203,C.Santos,KC,Partly Cloudy,64,57,5,Qualcomm Stadium,Grass,Open
6775,29,1,4,10:22,4,00-0032087,J.Lambo,SD,Partly Cloudy,63,58,6,Qualcomm Stadium,Grass,Open
6776,37,1,4,04:35,4,00-0031203,C.Santos,KC,Partly Cloudy,63,58,6,Qualcomm Stadium,Grass,Open
6777,31,1,1,13:08,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,63,52,6,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
6778,32,1,2,10:37,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,60,53,7,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
6779,33,1,3,08:19,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,59,53,7,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
6780,28,1,4,14:12,4,00-0025944,S.Hauschka,SEA,Partly Cloudy,57,53,8,Levi's Stadium,Bermuda Bandera / Perennial Ryegrass mixture,Open
6781,26,1,1,01:32,4,00-0032726,K.Fairbairn,HOU,Mostly Cloudy,86,67,0,Paul Brown Stadium,-,Open
6782,39,1,2,13:48,4,00-0029421,R.Bullock,CIN,Mostly Cloudy,89,66,0,Paul Brown Stadium,-,Open
6783,29,1,2,00:06,3,00-0029421,R.Bullock,CIN,Mostly Cloudy,89,66,0,Paul Brown Stadium,-,Open
6784,30,1,3,06:30,4,00-0029421,R.Bullock,CIN,Mostly Cloudy,91,64,0,Paul Brown Stadium,-,Open
6785,42,1,4,02:01,4,00-0032726,K.Fairbairn,HOU,Mostly Cloudy,92,64,0,Paul Brown Stadium,-,Open
6786,58,0,2,01:01,4,00-0029597,J.Tucker,BAL,Mostly Cloudy,71,79,1,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
6787,38,1,3,09:24,4,00-0033862,Z.Gonzalez,CLE,Possible Drizzle,70,79,2,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
6788,28,1,4,15:00,4,00-0029597,J.Tucker,BAL,Partly Cloudy,69,79,3,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
6789,34,1,1,08:54,4,00-0026858,G.Gano,CAR,Partly Cloudy,62,81,3,Bank of America Stadium,Grass,Open
6790,28,1,2,02:06,4,00-0026858,G.Gano,CAR,Clear,57,83,2,Bank of America Stadium,Grass,Open
6791,45,1,4,11:15,4,00-0025944,S.Hauschka,BUF,Clear,53,83,3,Bank of America Stadium,Grass,Open
6792,20,1,4,02:38,4,00-0026858,G.Gano,CAR,Clear,53,83,3,Bank of America Stadium,Grass,Open
6793,46,1,1,01:33,4,00-0016919,A.Vinatieri,IND,Clear,56,84,3,Lucas Oil Stadium,Fieldturf,Dome
6794,27,1,2,05:59,4,00-0004091,P.Dawson,ARI,Clear,52,85,3,Lucas Oil Stadium,Fieldturf,Dome
6795,29,1,4,11:45,4,00-0016919,A.Vinatieri,IND,Partly Cloudy,48,86,3,Lucas Oil Stadium,Fieldturf,Dome
6796,40,1,4,03:28,4,00-0004091,P.Dawson,ARI,Partly Cloudy,48,86,3,Lucas Oil Stadium,Fieldturf,Dome
6797,42,0,4,00:03,3,00-0004091,P.Dawson,ARI,Partly Cloudy,48,86,3,Lucas Oil Stadium,Fieldturf,Dome
6798,30,1,5,08:05,4,00-0004091,P.Dawson,ARI,Partly Cloudy,48,86,3,Lucas Oil Stadium,Fieldturf,Dome
6799,43,1,1,07:30,4,00-0031492,J.Myers,JAX,Clear,56,86,7,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6800,40,1,1,02:20,4,00-0026968,R.Succop,TEN,Clear,56,86,7,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6801,41,1,2,00:04,4,00-0026968,R.Succop,TEN,Clear,56,87,7,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6802,26,1,3,09:27,4,00-0026968,R.Succop,TEN,Clear,55,86,7,TIAA Bank Field,419 Tifway Bermuda Grass,Open
6803,34,1,1,11:26,4,00-0031203,C.Santos,KC,Overcast,95,65,3,Arrowhead Stadium,Grass,Open
6804,34,1,1,04:32,4,00-0033787,J.Elliott,PHI,Overcast,95,65,3,Arrowhead Stadium,Grass,Open
6805,39,1,2,00:21,4,00-0031203,C.Santos,KC,Mostly Cloudy,93,66,2,Arrowhead Stadium,Grass,Open
6806,30,0,2,00:02,1,00-0033787,J.Elliott,PHI,Mostly Cloudy,93,66,2,Arrowhead Stadium,Grass,Open
6807,40,1,4,11:57,4,00-0033787,J.Elliott,PHI,Humid and Partly Cloudy,88,68,3,Arrowhead Stadium,Grass,Open
6808,46,1,1,07:43,4,00-0032569,W.Lutz,NO,Clear,69,87,3,Mercedes-Benz Superdome,Fieldturf,Dome
6809,35,1,2,08:23,4,00-0032569,W.Lutz,NO,Clear,67,87,3,Mercedes-Benz Superdome,Fieldturf,Dome
6810,28,1,2,00:02,4,00-0024333,S.Gostkowski,NE,Clear,67,87,3,Mercedes-Benz Superdome,Fieldturf,Dome
6811,49,0,3,05:00,4,00-0032569,W.Lutz,NO,Possible Drizzle,66,87,3,Mercedes-Benz Superdome,Fieldturf,Dome
6812,24,1,3,00:44,4,00-0024333,S.Gostkowski,NE,Possible Drizzle,66,87,3,Mercedes-Benz Superdome,Fieldturf,Dome
6813,27,1,4,08:54,4,00-0024333,S.Gostkowski,NE,Clear,66,87,3,Mercedes-Benz Superdome,Fieldturf,Dome
6814,42,1,2,08:58,4,00-0028787,K.Forbath,MIN,Partly Cloudy,64,79,0,Heinz Field,Desso Grassmaster,Open
6815,46,1,3,12:24,4,00-0031136,C.Boswell,PIT,Partly Cloudy,62,80,0,Heinz Field,Desso Grassmaster,Open
6816,29,1,3,05:09,4,00-0031136,C.Boswell,PIT,Partly Cloudy,62,80,0,Heinz Field,Desso Grassmaster,Open
6817,37,1,4,03:18,4,00-0031136,C.Boswell,PIT,Partly Cloudy,61,80,1,Heinz Field,Desso Grassmaster,Open
6818,43,1,4,01:57,4,00-0031136,C.Boswell,PIT,Partly Cloudy,61,80,1,Heinz Field,Desso Grassmaster,Open
6819,42,1,1,09:02,4,00-0025565,N.Folk,TB,Clear,57,88,4,Raymond James Stadium,Grass,Open
6820,50,1,2,00:04,1,00-0025565,N.Folk,TB,Clear,56,88,4,Raymond James Stadium,Grass,Open
6821,23,1,4,12:29,4,00-0025565,N.Folk,TB,Clear,54,89,5,Raymond James Stadium,Grass,Open
6822,30,1,1,07:13,4,00-0030850,C.Parkey,MIA,Partly Cloudy,72,71,3,ROKiT Field at Dignity Health Sports Park,Grass,Open
6823,41,1,2,13:46,4,00-0033702,Y.Koo,LAC,Mostly Cloudy,71,72,4,ROKiT Field at Dignity Health Sports Park,Grass,Open
6824,43,0,2,00:35,4,00-0033702,Y.Koo,LAC,Mostly Cloudy,71,72,4,ROKiT Field at Dignity Health Sports Park,Grass,Open
6825,28,1,3,02:48,4,00-0030850,C.Parkey,MIA,Mostly Cloudy,71,72,4,ROKiT Field at Dignity Health Sports Park,Grass,Open
6826,35,1,4,06:32,4,00-0030850,C.Parkey,MIA,Mostly Cloudy,70,72,5,ROKiT Field at Dignity Health Sports Park,Grass,Open
6827,54,1,4,01:10,4,00-0030850,C.Parkey,MIA,Mostly Cloudy,70,72,5,ROKiT Field at Dignity Health Sports Park,Grass,Open
6828,44,0,4,00:09,3,00-0033702,Y.Koo,LAC,Mostly Cloudy,70,72,5,ROKiT Field at Dignity Health Sports Park,Grass,Open
6829,46,1,2,03:11,4,00-0030896,C.Catanzaro,NYJ,Clear,56,71,3,Oakland–Alameda County Coliseum,Bluegrass,Open
6830,40,1,3,07:14,4,00-0030896,C.Catanzaro,NYJ,Clear,55,72,4,Oakland–Alameda County Coliseum,Bluegrass,Open
6831,29,1,4,00:29,4,00-0028907,G.Tavecchio,OAK,Clear,53,72,5,Oakland–Alameda County Coliseum,Bluegrass,Open
6832,49,0,1,02:29,4,00-0029822,B.McManus,DEN,Partly Cloudy,49,69,1,Broncos Stadium at Mile High,Grass,Open
6833,56,1,2,00:08,4,00-0028660,D.Bailey,DAL,Light Rain,54,67,1,Broncos Stadium at Mile High,Grass,Open
6834,41,1,1,04:48,4,00-0030098,D.Hopkins,WAS,Mostly Cloudy,69,71,4,Los Angeles Memorial Coliseum,Natural grass,Open
6835,22,1,2,12:10,4,00-0030098,D.Hopkins,WAS,Partly Cloudy,68,72,4,Los Angeles Memorial Coliseum,Natural grass,Open
6836,32,1,2,03:07,4,00-0029621,G.Zuerlein,LA,Partly Cloudy,68,72,4,Los Angeles Memorial Coliseum,Natural grass,Open
6837,51,0,3,03:39,4,00-0030098,D.Hopkins,WAS,Mostly Cloudy,67,73,4,Los Angeles Memorial Coliseum,Natural grass,Open
6838,40,1,4,07:21,4,00-0029621,G.Zuerlein,LA,Partly Cloudy,67,73,5,Los Angeles Memorial Coliseum,Natural grass,Open
6839,25,1,1,08:41,4,00-0029576,B.Walsh,SEA,Drizzle,66,63,5,CenturyLink Field,Fieldturf,Open
6840,27,1,1,00:53,4,00-0029576,B.Walsh,SEA,Drizzle,66,63,5,CenturyLink Field,Fieldturf,Open
6841,40,1,2,02:00,4,00-0023252,R.Gould,SF,Partly Cloudy,71,61,4,CenturyLink Field,Fieldturf,Open
6842,37,1,2,00:22,4,00-0023252,R.Gould,SF,Partly Cloudy,71,61,4,CenturyLink Field,Fieldturf,Open
6843,34,1,4,11:40,4,00-0023252,R.Gould,SF,Mostly Cloudy,85,57,3,CenturyLink Field,Fieldturf,Open
6844,51,1,2,03:27,4,00-0020578,M.Bryant,ATL,Clear,82,73,0,Mercedes-Benz Stadium,FieldTurf Revolution 360,Dome
6845,28,1,3,09:37,4,00-0025580,M.Crosby,GB,Clear,85,71,0,Mercedes-Benz Stadium,FieldTurf Revolution 360,Dome
6846,53,1,3,04:25,4,00-0020578,M.Bryant,ATL,Clear,85,71,0,Mercedes-Benz Stadium,FieldTurf Revolution 360,Dome
6847,56,1,2,00:39,4,00-0023853,M.Prater,DET,Partly Cloudy,86,70,2,MetLife Stadium,Fieldturf,Open
6848,25,1,3,05:04,4,00-0032870,A.Rosas,NYG,Partly Cloudy,87,69,2,MetLife Stadium,Fieldturf,Open
